MODEL_NAME:  convbbt
Start time:  2023-07-17 16:59:51.694705
Device:  cuda
Max Epochs:  500
Early Stopping Reference Size:  5
Epoch 001: | Loss: 1.43272
Epoch 002: | Loss: 0.80574
Epoch 003: | Loss: 0.65604
Epoch 004: | Loss: 0.61882
Epoch 005: | Loss: 0.58805
Epoch 006: | Loss: 0.57338
Epoch 007: | Loss: 0.53933
Epoch 008: | Loss: 0.51133
Epoch 009: | Loss: 0.49142
Epoch 010: | Loss: 0.47541
Epoch 011: | Loss: 0.44652
Epoch 012: | Loss: 0.42942
Epoch 013: | Loss: 0.41324
Epoch 014: | Loss: 0.39505
Epoch 015: | Loss: 0.37836
Epoch 016: | Loss: 0.36879
Epoch 017: | Loss: 0.35092
Epoch 018: | Loss: 0.34680
Epoch 019: | Loss: 0.33677
Epoch 020: | Loss: 0.33178
Epoch 021: | Loss: 0.31270
Epoch 022: | Loss: 0.30187
Epoch 023: | Loss: 0.29313
Epoch 024: | Loss: 0.28310
Epoch 025: | Loss: 0.28098
Epoch 026: | Loss: 0.26788
Epoch 027: | Loss: 0.26100
Epoch 028: | Loss: 0.25365
Epoch 029: | Loss: 0.24472
Epoch 030: | Loss: 0.23437
Epoch 031: | Loss: 0.22753
Epoch 032: | Loss: 0.21876
Epoch 033: | Loss: 0.21232
Epoch 034: | Loss: 0.20671
Epoch 035: | Loss: 0.20308
Epoch 036: | Loss: 0.19189
Epoch 037: | Loss: 0.19195
Epoch 038: | Loss: 0.18669
Epoch 039: | Loss: 0.17101
Epoch 040: | Loss: 0.17294
Epoch 041: | Loss: 0.16471
Epoch 042: | Loss: 0.16080
Epoch 043: | Loss: 0.15368
Epoch 044: | Loss: 0.15484
Epoch 045: | Loss: 0.14581
Epoch 046: | Loss: 0.14342
Epoch 047: | Loss: 0.13808
Epoch 048: | Loss: 0.13478
Epoch 049: | Loss: 0.12820
Epoch 050: | Loss: 0.12376
Epoch 051: | Loss: 0.11910
Epoch 052: | Loss: 0.11993
Epoch 053: | Loss: 0.11318
Epoch 054: | Loss: 0.11012
Epoch 055: | Loss: 0.11126
Epoch 056: | Loss: 0.10142
Epoch 057: | Loss: 0.10243
Epoch 058: | Loss: 0.09442
Epoch 059: | Loss: 0.09850
Epoch 060: | Loss: 0.08463
Epoch 061: | Loss: 0.08667
Epoch 062: | Loss: 0.09188
Epoch 063: | Loss: 0.08218
Epoch 064: | Loss: 0.08057
Epoch 065: | Loss: 0.07896
Epoch 066: | Loss: 0.07212
Epoch 067: | Loss: 0.07048
Epoch 068: | Loss: 0.06852
Epoch 069: | Loss: 0.06655
Epoch 070: | Loss: 0.06880
Epoch 071: | Loss: 0.06795
Epoch 072: | Loss: 0.06505
Epoch 073: | Loss: 0.05504
Epoch 074: | Loss: 0.05797
Epoch 075: | Loss: 0.05962
Epoch 076: | Loss: 0.05109
Epoch 077: | Loss: 0.05687
Epoch 078: | Loss: 0.04964
Epoch 079: | Loss: 0.04761
Epoch 080: | Loss: 0.04728
Epoch 081: | Loss: 0.04571
Epoch 082: | Loss: 0.04467
Epoch 083: | Loss: 0.04430
Epoch 084: | Loss: 0.04063
Epoch 085: | Loss: 0.03789
Epoch 086: | Loss: 0.03834
Epoch 087: | Loss: 0.03878
Epoch 088: | Loss: 0.03529
Epoch 089: | Loss: 0.03757
Epoch 090: | Loss: 0.03874
Epoch 091: | Loss: 0.03589
Epoch 092: | Loss: 0.03218
Epoch 093: | Loss: 0.02798
Epoch 094: | Loss: 0.03044
Epoch 095: | Loss: 0.03007
Epoch 096: | Loss: 0.02838
Epoch 097: | Loss: 0.02667
Epoch 098: | Loss: 0.03104
Epoch 099: | Loss: 0.02362
Epoch 100: | Loss: 0.02588
Epoch 101: | Loss: 0.02294
Epoch 102: | Loss: 0.02471
Epoch 103: | Loss: 0.02229
Epoch 104: | Loss: 0.02500
Epoch 105: | Loss: 0.02449
Epoch 106: | Loss: 0.01865
Epoch 107: | Loss: 0.01868
Epoch 108: | Loss: 0.02021
Epoch 109: | Loss: 0.02052
Epoch 110: | Loss: 0.01745
Epoch 111: | Loss: 0.01721
Epoch 112: | Loss: 0.02106
Epoch 113: | Loss: 0.01971
Epoch 114: | Loss: 0.02072
Epoch 115: | Loss: 0.01983
Epoch 116: | Loss: 0.01766
Epoch 117: | Loss: 0.01546
Epoch 118: | Loss: 0.01461
Epoch 119: | Loss: 0.01548
Epoch 120: | Loss: 0.01235
Epoch 121: | Loss: 0.01432
Epoch 122: | Loss: 0.01538
Epoch 123: | Loss: 0.01198
Epoch 124: | Loss: 0.01284
Epoch 125: | Loss: 0.01242
Epoch 126: | Loss: 0.01264
Epoch 127: | Loss: 0.01112
Epoch 128: | Loss: 0.01157
Epoch 129: | Loss: 0.01078
Epoch 130: | Loss: 0.01067
Epoch 131: | Loss: 0.01082
Epoch 132: | Loss: 0.00994
Epoch 133: | Loss: 0.01146
Epoch 134: | Loss: 0.00994
Epoch 135: | Loss: 0.01027
Epoch 136: | Loss: 0.01154
Epoch 137: | Loss: 0.00838
Epoch 138: | Loss: 0.00751
Epoch 139: | Loss: 0.00784
Epoch 140: | Loss: 0.00805
Epoch 141: | Loss: 0.01009
Epoch 142: | Loss: 0.00975
Epoch 143: | Loss: 0.00714
Epoch 144: | Loss: 0.00883
Epoch 145: | Loss: 0.00800
Epoch 146: | Loss: 0.00768
Epoch 147: | Loss: 0.00508
Epoch 148: | Loss: 0.00761
Epoch 149: | Loss: 0.00466
Epoch 150: | Loss: 0.00722
Epoch 151: | Loss: 0.00651
Epoch 152: | Loss: 0.00464
Epoch 153: | Loss: 0.00607
Epoch 154: | Loss: 0.00515
Epoch 155: | Loss: 0.00588
Epoch 156: | Loss: 0.00445
Epoch 157: | Loss: 0.00675
Epoch 158: | Loss: 0.00523
Epoch 159: | Loss: 0.00528
Epoch 160: | Loss: 0.00622
