MODEL_NAME:  optuna_convbbt
Start time:  2023-09-06 13:13:24.219108
Device:  cuda
Max Epochs:  200
Early Stopping Reference Size:  5
Search Space:  {'lr': [1e-06, 1e-05, 0.0001, 0.001], 'beta1': [0.9, 0.95, 0.99, 0.999], 'beta2': [0.9, 0.95, 0.99, 0.999], 'eps': [1e-09, 1e-08, 1e-07, 1e-06], 'T_max': [50, 100, 150, 200], 'eta_min': [0, 1e-08, 1e-07, 1e-06, 1e-05], 'hidden_ch': [3, 5, 7, 8, 10, 15], 'depth': [3, 5, 6, 8], 'heads': [3, 5, 6, 8, 10], 'hidden_dim': [64, 128, 256, 512, 1024], 'mlp_dim': [256, 512, 1024, 2048], 'dropout': [0.01, 0.1, 0.25, 0.5, 0.8], 'emb_dropout': [0.01, 0.1, 0.25, 0.5, 0.8]}
Epoch 000: | Loss: 1.85457
Epoch 001: | Loss: 1.79194
Epoch 002: | Loss: 1.73038
Epoch 003: | Loss: 1.68439
Epoch 004: | Loss: 1.63048
Epoch 005: | Loss: 1.58745
Epoch 006: | Loss: 1.54253
Epoch 007: | Loss: 1.49466
Epoch 008: | Loss: 1.44613
Epoch 009: | Loss: 1.41159
Epoch 010: | Loss: 1.38231
Epoch 011: | Loss: 1.34735
Epoch 012: | Loss: 1.31060
Epoch 013: | Loss: 1.28833
Epoch 014: | Loss: 1.25768
Epoch 015: | Loss: 1.23867
Epoch 016: | Loss: 1.21290
Epoch 017: | Loss: 1.18534
Epoch 018: | Loss: 1.17263
Epoch 019: | Loss: 1.15673
Epoch 020: | Loss: 1.13759
Epoch 021: | Loss: 1.12842
Epoch 022: | Loss: 1.11178
Epoch 023: | Loss: 1.10139
Epoch 024: | Loss: 1.08488
Epoch 025: | Loss: 1.08688
Epoch 026: | Loss: 1.08337
Epoch 027: | Loss: 1.07712
Epoch 028: | Loss: 1.05878
Epoch 029: | Loss: 1.05693
Epoch 030: | Loss: 1.04944
Epoch 031: | Loss: 1.03723
Epoch 032: | Loss: 1.02881
Epoch 033: | Loss: 1.03928
Epoch 034: | Loss: 1.02927
Epoch 035: | Loss: 1.02305
Epoch 036: | Loss: 1.02105
Epoch 037: | Loss: 1.02466
Epoch 038: | Loss: 1.00976
Epoch 039: | Loss: 1.01343
Epoch 040: | Loss: 1.00199
Epoch 041: | Loss: 1.01403
Epoch 042: | Loss: 0.98828
Epoch 043: | Loss: 0.99555
Epoch 044: | Loss: 0.99641
Epoch 045: | Loss: 0.98937
Epoch 046: | Loss: 0.97710
Epoch 047: | Loss: 0.98368
Epoch 048: | Loss: 0.98439
Epoch 049: | Loss: 0.98394
Epoch 050: | Loss: 0.99268
Epoch 051: | Loss: 0.98101
Epoch 052: | Loss: 0.98885
Epoch 053: | Loss: 0.98099
Epoch 054: | Loss: 0.99041
Epoch 055: | Loss: 0.97768
Epoch 056: | Loss: 0.97868
Epoch 057: | Loss: 0.96837
Epoch 058: | Loss: 0.97476
Epoch 059: | Loss: 0.97069
Epoch 060: | Loss: 0.97719
Epoch 061: | Loss: 0.96622
Epoch 062: | Loss: 0.96891
Epoch 063: | Loss: 0.97095
Epoch 064: | Loss: 0.96373
Epoch 065: | Loss: 0.96836
Epoch 066: | Loss: 0.96869
Epoch 067: | Loss: 0.95839
Epoch 068: | Loss: 0.96418
Epoch 069: | Loss: 0.96045
Epoch 070: | Loss: 0.95607
Epoch 071: | Loss: 0.97032
Epoch 072: | Loss: 0.95309
Epoch 073: | Loss: 0.96097
Epoch 074: | Loss: 0.96413
Epoch 075: | Loss: 0.96443
Epoch 076: | Loss: 0.96185
Epoch 077: | Loss: 0.96568
Epoch 078: | Loss: 0.95480
Epoch 079: | Loss: 0.97010
Epoch 080: | Loss: 0.95938
Epoch 081: | Loss: 0.97059
Epoch 082: | Loss: 0.96055
Epoch 083: | Loss: 0.97004
Epoch 084: | Loss: 0.95725
Epoch 085: | Loss: 0.95266
Epoch 086: | Loss: 0.95801
Epoch 087: | Loss: 0.95850
Epoch 088: | Loss: 0.95391
Epoch 089: | Loss: 0.97276
Epoch 090: | Loss: 0.96103
Epoch 091: | Loss: 0.95497
Epoch 092: | Loss: 0.95230
Epoch 093: | Loss: 0.97723
Epoch 094: | Loss: 0.95923
Epoch 095: | Loss: 0.94993
Epoch 096: | Loss: 0.96223
Epoch 097: | Loss: 0.96363
Epoch 098: | Loss: 0.95857
Epoch 099: | Loss: 0.96604
Epoch 100: | Loss: 0.95240
Epoch 101: | Loss: 0.96575
Epoch 102: | Loss: 0.96204
Epoch 103: | Loss: 0.96511
Epoch 104: | Loss: 0.96139
Epoch 105: | Loss: 0.96346
Epoch 106: | Loss: 0.95674
Epoch 107: | Loss: 0.95700
Epoch 108: | Loss: 0.95917
Epoch 109: | Loss: 0.95604
Epoch 110: | Loss: 0.96292
Epoch 111: | Loss: 0.96955
Epoch 112: | Loss: 0.97376
Epoch 113: | Loss: 0.96491
Epoch 114: | Loss: 0.96206
Epoch 115: | Loss: 0.96753
Epoch 116: | Loss: 0.95977
Epoch 117: | Loss: 0.95916
Epoch 118: | Loss: 0.95573
Epoch 119: | Loss: 0.96537
Epoch 120: | Loss: 0.96162
Epoch 121: | Loss: 0.96110
Epoch 122: | Loss: 0.96057
Epoch 123: | Loss: 0.94598
Epoch 124: | Loss: 0.95442
Epoch 125: | Loss: 0.96163
Epoch 126: | Loss: 0.95928
Epoch 127: | Loss: 0.96031
Epoch 128: | Loss: 0.95851
Epoch 129: | Loss: 0.95686
Epoch 130: | Loss: 0.96598
Epoch 131: | Loss: 0.95667
Epoch 132: | Loss: 0.95386
Epoch 133: | Loss: 0.94643
Epoch 134: | Loss: 0.95557
Epoch 135: | Loss: 0.96041
Epoch 136: | Loss: 0.94855
Epoch 137: | Loss: 0.95201
Epoch 138: | Loss: 0.95087
Epoch 139: | Loss: 0.95139
Epoch 140: | Loss: 0.95122
Epoch 141: | Loss: 0.95162
Epoch 142: | Loss: 0.95675
Epoch 143: | Loss: 0.94277
Epoch 144: | Loss: 0.95677
Epoch 145: | Loss: 0.94796
Epoch 146: | Loss: 0.94527
Epoch 147: | Loss: 0.94988
Epoch 148: | Loss: 0.93101
Epoch 149: | Loss: 0.94212
Epoch 150: | Loss: 0.94700
Epoch 151: | Loss: 0.94779
Epoch 152: | Loss: 0.94372
Epoch 153: | Loss: 0.95322
Epoch 154: | Loss: 0.94029
Epoch 155: | Loss: 0.93777
Epoch 156: | Loss: 0.92872
Epoch 157: | Loss: 0.94699
Epoch 158: | Loss: 0.94830
Epoch 159: | Loss: 0.94564
Epoch 160: | Loss: 0.93812
Epoch 161: | Loss: 0.93836
Epoch 162: | Loss: 0.94899
